discovered_at,source_query,business_name,website,resolved_url,domain,city,state,niche,email,phone,page_title,meta_description,opportunity_score,opportunity_band,reason_flags,has_chat,has_booking,has_sms_cta,emergency_service,form_count,cta_count,personalization_line,audit_summary,subject_line,recommended_angle,status,notes
2026-04-14T00:45:51+00:00,Plumbing Mesa AZ,Kendall Plumbing and Rooter Mesa AZ,https://www.kendallplumbingandrooter.com/,https://www.kendallplumbingandrooter.com/,kendallplumbingandrooter.com,Mesa,AZ,Plumbing,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,17742647478,Kendall Plumbing and Rooter Mesa AZ,"Mesa Plumbing Company, Honest, Fair, and same day great service.",86,Hot,high-ticket niche; no visible chat widget; no text-first contact path; lightweight lead capture; few strong calls to action; speed matters for after-hours or urgent leads; phone-driven business likely depends on fast response,False,True,False,True,1,0,I took a quick look at Kendall Plumbing and Rooter Mesa AZ's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.,"Kendall Plumbing and Rooter Mesa AZ does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like after-hours lead capture for urgent jobs and dispatch follow-up, especially for a Plumbing business in Mesa.",Quick idea for Kendall Plumbing and Rooter Mesa AZ's inbound leads,"high-ticket niche, no visible chat widget, no text-first contact path",new,
2026-04-14T00:48:13+00:00,HVAC Denver CO,Denver Heating and Air Conditioning,https://summitheatingco.com/,https://summitheatingco.com/,summitheatingco.com,Denver,CO,HVAC,,(720) 870-1580,Denver Heating and Air Conditioning | HVAC | Plumbing,"When you're looking for Denver's best heating and air conditioning company, call Summit! We've served the local area since 1998. Call today!",86,Hot,high-ticket niche; no visible chat widget; no text-first contact path; lightweight lead capture; few strong calls to action; speed matters for after-hours or urgent leads; phone-driven business likely depends on fast response,False,True,False,True,1,2,I took a quick look at Denver Heating and Air Conditioning's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.,"Denver Heating and Air Conditioning does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like after-hours lead capture for urgent jobs and dispatch follow-up, especially for a HVAC business in Denver.",Quick idea for Denver Heating and Air Conditioning's inbound leads,"high-ticket niche, no visible chat widget, no text-first contact path",new,
2026-04-14T00:46:55+00:00,Water Damage Restoration Mesa AZ,"Restoration Companies near you in Mesa, Arizona",https://waterandfirerestorationservices.com/listing-categories/mesa-az/,https://waterandfirerestorationservices.com/listing-categories/mesa-az/,waterandfirerestorationservices.com,Mesa,AZ,Water Damage Restoration,admin@waterandfirerestoration.com,10987067566,"Restoration Companies near you in Mesa, Arizona","Water and Fire Restoration Companies near you in Mesa, AZ | Find multiple water damage restoration companies in Mesa, Arizona with Google Reviews all in one place!",84,Hot,no visible chat widget; no obvious booking flow; no text-first contact path; lightweight lead capture; few strong calls to action; speed matters for after-hours or urgent leads,False,False,False,True,0,0,"I took a quick look at Restoration Companies near you in Mesa, Arizona's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.","Restoration Companies near you in Mesa, Arizona does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like after-hours lead capture for urgent jobs and dispatch follow-up, especially for a Water Damage Restoration business in Mesa.","Quick idea for Restoration Companies near you in Mesa, Arizona's inbound leads","no visible chat widget, no obvious booking flow, no text-first contact path",new,
2026-04-14T00:47:37+00:00,Water Damage Restoration Las Vegas NV,Las Vegas' Best Water Damage & Mold Remediation Contractors,https://www.guildquality.com/find/water-damage-and-mold-remediation/las-vegas-nv,https://www.guildquality.com/find/water-damage-and-mold-remediation/las-vegas-nv,guildquality.com,Las Vegas,NV,Water Damage Restoration,,(888) 355-9223,Las Vegas' Best Water Damage & Mold Remediation Contractors,"Reviews, comments, and pictures of work from 14 of the best Water damage & mold remediation contractors in Las Vegas, NV.",82,Hot,no visible chat widget; no obvious booking flow; no text-first contact path; lightweight lead capture; few strong calls to action; phone-driven business likely depends on fast response,False,False,False,False,1,2,I took a quick look at Las Vegas' Best Water Damage & Mold Remediation Contractors's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.,"Las Vegas' Best Water Damage & Mold Remediation Contractors does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like missed-call text-back and website lead qualification, especially for a Water Damage Restoration business in Las Vegas.",Quick idea for Las Vegas' Best Water Damage & Mold Remediation Contractors's inbound leads,"no visible chat widget, no obvious booking flow, no text-first contact path",new,
2026-04-14T00:45:30+00:00,Roofing Mesa AZ,"Welcome to Mesa Roofing, LLC",https://mesaroofingaz.com/,https://mesaroofingaz.com/,mesaroofingaz.com,Mesa,AZ,Roofing,,2674352099,"Welcome to Mesa Roofing, LLC - Contact Us Today! Call 480-969-5515",,80,Hot,high-ticket niche; no visible chat widget; no obvious booking flow; no text-first contact path; lightweight lead capture; phone-driven business likely depends on fast response,False,False,False,False,1,3,"I took a quick look at Welcome to Mesa Roofing, LLC's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.","Welcome to Mesa Roofing, LLC does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like missed-call text-back and website lead qualification, especially for a Roofing business in Mesa.","Quick idea for Welcome to Mesa Roofing, LLC's inbound leads","high-ticket niche, no visible chat widget, no obvious booking flow",new,
2026-04-14T00:45:15+00:00,Water Damage Restoration Phoenix AZ,Water Damage Phoenix,https://www.rmraz.com/,https://www.rmraz.com/,rmraz.com,Phoenix,AZ,Water Damage Restoration,info@rmraz.com,(480) 690-9648,"Water Damage Phoenix | Water Damage Restoration in Phoenix, Gilbert, Mesa AZ","Water Damage Phoenix the Top Rated & Reviewed 24/7 Emergency Water Damage Restoration and Flood Damage Repair Company & Clean Up in Phoenix, Gilbert, Mesa, AZ. Free Water Damage Inspection. Call for Same Day Help",80,Hot,no visible chat widget; no obvious booking flow; lightweight lead capture; few strong calls to action; speed matters for after-hours or urgent leads; phone-driven business likely depends on fast response,False,False,True,True,1,0,I took a quick look at Water Damage Phoenix's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.,"Water Damage Phoenix does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like after-hours lead capture for urgent jobs and dispatch follow-up, especially for a Water Damage Restoration business in Phoenix.",Quick idea for Water Damage Phoenix's inbound leads,"no visible chat widget, no obvious booking flow, lightweight lead capture",new,
2026-04-14T00:47:46+00:00,Water Damage Restoration Las Vegas NV,Restoration Company Las Vegas,https://wfmrestoration.com/,https://wfmrestoration.com/,wfmrestoration.com,Las Vegas,NV,Water Damage Restoration,Maria@wfmrestoration.com,+1-702-606-5222,"Restoration Company Las Vegas | Water, Fire & Mold Experts","Trusted restoration company in Las Vegas offering water damage restoration, mold removal, and fire damage repair. 24/7 emergency service.",80,Hot,no visible chat widget; no obvious booking flow; lightweight lead capture; few strong calls to action; speed matters for after-hours or urgent leads; phone-driven business likely depends on fast response,False,False,True,True,1,0,I took a quick look at Restoration Company Las Vegas's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.,"Restoration Company Las Vegas does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like after-hours lead capture for urgent jobs and dispatch follow-up, especially for a Water Damage Restoration business in Las Vegas.",Quick idea for Restoration Company Las Vegas's inbound leads,"no visible chat widget, no obvious booking flow, lightweight lead capture",new,
2026-04-14T00:44:34+00:00,Roofing Phoenix AZ,Roof Repair Phoenix,https://scottroofingco.com/,https://scottroofingco.com/,scottroofingco.com,Phoenix,AZ,Roofing,kmcatee@scottroofingco.com,(520) 369-4516,Roof Repair Phoenix | Roofing Contractors AZ,"Scott Roofing Company is a leading roof repair and roofing contractor in Phoenix, Arizona. If you need to fix or replace your old roof (we recommend you replace your roof every 12-20 years), call us at 602-442-7663.",78,Hot,high-ticket niche; no visible chat widget; no text-first contact path; lightweight lead capture; few strong calls to action; phone-driven business likely depends on fast response,False,True,False,False,0,0,I took a quick look at Roof Repair Phoenix's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.,"Roof Repair Phoenix does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like missed-call text-back and website lead qualification, especially for a Roofing business in Phoenix.",Quick idea for Roof Repair Phoenix's inbound leads,"high-ticket niche, no visible chat widget, no text-first contact path",new,
2026-04-14T00:48:21+00:00,Water Damage Restoration Denver CO,"Water Damage Restoration Denver, CO — 24/7 Cleanup, Repair & Flood Recovery",https://waterdamagerestorationdenver-co.com/,https://waterdamagerestorationdenver-co.com/,waterdamagerestorationdenver-co.com,Denver,CO,Water Damage Restoration,,(855) 321-3416,"Water Damage Restoration Denver, CO — 24/7 Cleanup, Repair & Flood Recovery","Professional water damage restoration in Denver, CO. ⭐ 24/7 emergency water extraction, drying & repair. ☎️ Call (855) 321-3416. ✅ IICRC certified — Direct insurance billing — Works with all insurers.",76,Hot,no visible chat widget; no obvious booking flow; no text-first contact path; lightweight lead capture; speed matters for after-hours or urgent leads; phone-driven business likely depends on fast response,False,False,False,True,0,7,"I took a quick look at Water Damage Restoration Denver, CO — 24/7 Cleanup, Repair & Flood Recovery's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.","Water Damage Restoration Denver, CO — 24/7 Cleanup, Repair & Flood Recovery does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like after-hours lead capture for urgent jobs and dispatch follow-up, especially for a Water Damage Restoration business in Denver.","Quick idea for Water Damage Restoration Denver, CO — 24/7 Cleanup, Repair & Flood Recovery's inbound leads","no visible chat widget, no obvious booking flow, no text-first contact path",new,
2026-04-14T00:44:56+00:00,Plumbing Phoenix AZ,Plumbing Services,https://www.sunriseplumbingaz.com/,https://www.sunriseplumbingaz.com/,sunriseplumbingaz.com,Phoenix,AZ,Plumbing,sunriseplumbingaz@gmail.com,(610) 680-3769,Plumbing Services | Sunrise Plumbing Contractors Phoenix AZ,"Reliable plumbing services with 24/7 emergency support. Learn more! Phoenix, AZ.",76,Hot,high-ticket niche; no visible chat widget; lightweight lead capture; few strong calls to action; speed matters for after-hours or urgent leads; phone-driven business likely depends on fast response,False,True,True,True,1,2,I took a quick look at Plumbing Services's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.,"Plumbing Services does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like after-hours lead capture for urgent jobs and dispatch follow-up, especially for a Plumbing business in Phoenix.",Quick idea for Plumbing Services's inbound leads,"high-ticket niche, no visible chat widget, lightweight lead capture",new,
2026-04-14T00:47:28+00:00,HVAC Las Vegas NV,Las Vegas HVAC Services – Buenos Aires AC & Heating,https://www.buenosairesac.com/,https://www.buenosairesac.com/,buenosairesac.com,Las Vegas,NV,HVAC,comfortadvisor@buenosairesac.com,(702) 930-3907,Las Vegas HVAC Services – Buenos Aires AC & Heating,"23+ Years Keeping Las Vegas Cool. Expert AC, Heating & Air Quality with 24/7 Emergency Care. 4.8 Rated, Bilingual Team. Call for Reliable Service!",76,Hot,high-ticket niche; no visible chat widget; lightweight lead capture; few strong calls to action; speed matters for after-hours or urgent leads; phone-driven business likely depends on fast response,False,True,True,True,1,2,I took a quick look at Las Vegas HVAC Services – Buenos Aires AC & Heating's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.,"Las Vegas HVAC Services – Buenos Aires AC & Heating does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like after-hours lead capture for urgent jobs and dispatch follow-up, especially for a HVAC business in Las Vegas.",Quick idea for Las Vegas HVAC Services – Buenos Aires AC & Heating's inbound leads,"high-ticket niche, no visible chat widget, lightweight lead capture",new,
2026-04-14T00:45:23+00:00,Water Damage Restoration Phoenix AZ,Water Damage Restoration Phoenix,https://aquadryaz.com/phoenix/water-damage-restoration-phoenix/,https://aquadryaz.com/phoenix/water-damage-restoration-phoenix/,aquadryaz.com,Phoenix,AZ,Water Damage Restoration,info@aquadryaz.com,(602) 923-1619,Water Damage Restoration Phoenix | Aqua Dry Restoration,"Water Damage Restoration Phoenix AZ and Flood Clean Up Repair Services in Phoenix, AZ. Call Aqua Dry Restoration 24/7 Emergency Same Day Help",74,Hot,no visible chat widget; no text-first contact path; lightweight lead capture; few strong calls to action; speed matters for after-hours or urgent leads; phone-driven business likely depends on fast response,False,True,False,True,0,2,I took a quick look at Water Damage Restoration Phoenix's website and noticed there does not seem to be an instant way for leads to get a response when the team is busy.,"Water Damage Restoration Phoenix does not appear to have instant chat or after-hours lead capture on the site. The biggest opening looks like after-hours lead capture for urgent jobs and dispatch follow-up, especially for a Water Damage Restoration business in Phoenix.",Quick idea for Water Damage Restoration Phoenix's inbound leads,"no visible chat widget, no text-first contact path, lightweight lead capture",new,
